pagina	pregunta	respuesta
0268	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
0268	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
0116	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0116	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0116	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0410	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0410	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0410	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0337	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0337	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0337	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0130	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0130	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0130	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0415	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0415	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0415	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0210	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0210	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0210	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0195	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0195	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0195	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0023	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0023	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0023	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0309	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0309	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0309	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0512	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0512	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0512	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0382	tipo_entidad	La respuesta es c) Internacional.
0382	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0382	tipo_entidad	La respuesta es b) Nacional.
0593	tipo_entidad	c) No aplica La pregunta sobre la ubicación de la corrupción en el texto se refiere a la escala geográfica en la que se presenta la corrupción, y la respuesta correcta es "No aplica" porque la corrupción se presenta en diferentes niveles y contextos, pero el texto no se centra en una ubicación específica como ciudad, país o región. La corrupción se menciona en relación con el Partido Socialista Obrero Español (PSOE) y sus líderes, lo que sugiere que se trata de un problema nacional, pero no se limita a una escala geográfica específica.
0593	tipo_entidad	La respuesta es c) No aplica.
0593	tipo_entidad	La respuesta es c) No aplica.
0350	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0350	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0350	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0225	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0225	tipo_entidad	La respuesta es c) Internacional.
0225	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0211	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0211	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0211	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0494	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0494	tipo_entidad	La respuesta es c) Internacional.
0494	tipo_entidad	La respuesta es d) No aplica.
0260	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0260	tipo_entidad	La respuesta es c) Internacional.
0260	tipo_entidad	La respuesta es c) Internacional.
0068	tipo_entidad	c) Internacional (ejemplo: América Latina, global) La designación de más de 65 personas y entidades relacionadas con la corrupción y los abusos de los derechos humanos en 17 países por parte del Departamento de Estado de EE. UU. sugiere que la corrupción es un problema a nivel internacional. La mención a países específicos como Rusia, Ucrania, Irán, China, Corea del Norte, Filipinas, Perú e Indonesia, entre otros, indica que la corrupción es una preocupación global que trasciende fronteras nacionales.
0068	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0068	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0371	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0371	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0371	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0178	tipo_entidad	La respuesta es b) Nacional (ejemplo: Chile)
0178	tipo_entidad	La respuesta es c) Internacional.
0178	tipo_entidad	La respuesta es c) Internacional.
0138	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0138	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0138	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0468	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0468	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0468	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0390	tipo_entidad	La respuesta es c) Internacional.
0390	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0390	tipo_entidad	La respuesta es c) Internacional.
0413	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
0413	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
0413	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0320	tipo_entidad	La respuesta es b) Nacional.
0320	tipo_entidad	La respuesta es b) Nacional.
0320	tipo_entidad	La respuesta es b) Nacional.
0507	tipo_entidad	La respuesta es c) Internacional.
0507	tipo_entidad	La respuesta es b) Nacional.
0507	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0452	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0452	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0452	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0385	tipo_entidad	La respuesta es c) Internacional.
0385	tipo_entidad	La respuesta es c) Internacional.
0385	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0411	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
0411	tipo_entidad	La respuesta es b) Nacional.
0411	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0202	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0202	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0202	tipo_entidad	La respuesta es c) Internacional.
0233	tipo_entidad	La respuesta es c) Internacional.
0233	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0233	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0262	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0262	tipo_entidad	La respuesta es c) Internacional.
0262	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0545	tipo_entidad	La respuesta es c) Internacional.
0545	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0545	tipo_entidad	La respuesta es c) Internacional.
0294	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0294	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0294	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0376	tipo_entidad	La respuesta es b) Nacional.
0376	tipo_entidad	La respuesta es b) Nacional (ejemplo: Guatemala).
0376	tipo_entidad	La respuesta es c) Internacional.
0251	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0251	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0251	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0032	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0032	tipo_entidad	c) Internacional (ejemplo: América Latina, global) La respuesta se basa en la afirmación del autor de que "La corrupción no es un fenómeno que aparezca espontáneamente en los gobiernos o en otras instituciones. Tiene raíces en la sociedad". Esto sugiere que la corrupción es un problema que se extiende más allá de un contexto local o nacional y está relacionado con las características de la sociedad en general, incluyendo valores y pautas históricas.
0032	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0428	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0428	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0428	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0112	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0112	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0112	tipo_entidad	La respuesta es c) Internacional.
0574	tipo_entidad	La respuesta es b) Nacional.
0574	tipo_entidad	La respuesta es c) Internacional.
0574	tipo_entidad	La respuesta es c) Internacional.
0300	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0300	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0300	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0153	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0153	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0153	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0060	tipo_entidad	La respuesta es c) Internacional.
0060	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0060	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0243	tipo_entidad	La respuesta es c) Internacional.
0243	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0243	tipo_entidad	La respuesta es c) Internacional.
0496	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0496	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0496	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0176	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0176	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0176	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0182	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
0182	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0182	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0334	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0334	tipo_entidad	La respuesta es c) Internacional.
0334	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0158	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0158	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0158	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0325	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0325	tipo_entidad	La respuesta es c) Internacional.
0325	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0479	tipo_entidad	La respuesta es b) Nacional.
0479	tipo_entidad	La respuesta es b) Nacional.
0479	tipo_entidad	La respuesta es b) Nacional.
0469	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0469	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0469	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0386	tipo_entidad	c) Internacional (ejemplo: América Latina, global) La corrupción es un problema que se presenta en múltiples niveles y contextos, pero en este caso, la Misión de Apoyo contra la Corrupción y la Impunidad en Honduras (MACCIH) es un programa de la Organización de los Estados Americanos (OEA) que tiene como objetivo apoyar a los países de la región en la lucha contra la corrupción y la impunidad. Esto sugiere que la corrupción es un problema regional y global, que requiere una respuesta coordinada y colaborativa entre los países de la región.
0386	tipo_entidad	La respuesta es c) Internacional.
0386	tipo_entidad	La respuesta es c) Internacional.
0058	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0058	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0058	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0554	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0554	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0554	tipo_entidad	La respuesta es c) Internacional.
0480	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0480	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0480	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0030	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0030	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0030	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0559	tipo_entidad	La respuesta es c) Internacional.
0559	tipo_entidad	La respuesta es c) Internacional.
0559	tipo_entidad	La respuesta es c) Internacional.
0450	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0450	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0450	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0446	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0446	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0446	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0283	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0283	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0283	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0089	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0089	tipo_entidad	La respuesta es c) Internacional.
0089	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0113	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0113	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0113	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0348	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0348	tipo_entidad	La respuesta es c) Internacional.
0348	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0033	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0033	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0033	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0342	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0342	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0342	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0474	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0474	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0474	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0144	tipo_entidad	La respuesta es c) Internacional.
0144	tipo_entidad	La respuesta es c) Internacional.
0144	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0133	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0133	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0133	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0146	tipo_entidad	c) No aplica.
0146	tipo_entidad	c) No aplica
0146	tipo_entidad	c) No aplica.
0422	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0422	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0422	tipo_entidad	c) Internacional (ejemplo: América Latina, global).
0366	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0366	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0366	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0327	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0327	tipo_entidad	La respuesta es b) Nacional.
0327	tipo_entidad	La respuesta es b) Nacional.
0326	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0326	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0326	tipo_entidad	La respuesta es c) Internacional.
0596	tipo_entidad	La respuesta es c) Internacional.
0596	tipo_entidad	La respuesta es d) No aplica.
0596	tipo_entidad	La respuesta es c) Internacional.
0451	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0451	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0451	tipo_entidad	La respuesta es c) Internacional.
0151	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0151	tipo_entidad	c) No aplica La corrupción es un fenómeno que se presenta en diferentes niveles y contextos, pero la pregunta parece referirse a una ubicación específica. En este caso, la respuesta "No aplica" sugiere que la pregunta no se refiere a una ubicación específica como Ciudad de México, México o América Latina, sino que busca una respuesta más general.
0151	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0179	tipo_entidad	La respuesta es c) Internacional.
0179	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0179	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0008	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0008	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0008	tipo_entidad	La respuesta es c) Internacional.
0188	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0188	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0188	tipo_entidad	La respuesta es c) Internacional.
0463	tipo_entidad	c) Internacional (ejemplo: América Latina, global).
0463	tipo_entidad	c) Internacional (ejemplo: América Latina, global).
0463	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
0580	tipo_entidad	La respuesta es c) Internacional.
0580	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0580	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0328	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0328	tipo_entidad	c) No aplica
0328	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0231	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0231	tipo_entidad	La respuesta es c) Internacional.
0231	tipo_entidad	La respuesta es c) Internacional.
0490	tipo_entidad	La respuesta es b) Nacional.
0490	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0490	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0078	tipo_entidad	c) Internacional (ejemplo: América Latina, global) La respuesta es c) Internacional (ejemplo: América Latina, global).
0078	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0078	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0529	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0529	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0529	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0109	tipo_entidad	La respuesta es c) Internacional.
0109	tipo_entidad	La respuesta es c) Internacional.
0109	tipo_entidad	La respuesta es c) Internacional.
0273	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0273	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0273	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0467	tipo_entidad	La respuesta es c) Internacional.
0467	tipo_entidad	La respuesta es c) Internacional.
0467	tipo_entidad	La respuesta es c) Internacional.
0502	tipo_entidad	La respuesta es b) Nacional.
0502	tipo_entidad	La respuesta es c) Internacional.
0502	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0042	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0042	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0042	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0287	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0287	tipo_entidad	c) No aplica La respuesta es c) No aplica La corrupción es un fenómeno complejo que puede manifestarse en diferentes niveles, incluyendo local, nacional e internacional. Sin embargo, en el contexto del artículo, la corrupción se analiza como un fenómeno social y organizacional, más que como un problema específico de una región o país en particular.
0287	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0250	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0250	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0250	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0425	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0425	tipo_entidad	La respuesta es c) Internacional.
0425	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0212	tipo_entidad	La respuesta es b) Nacional (ejemplo: Chile).
0212	tipo_entidad	La respuesta es b) Nacional (ejemplo: Chile).
0212	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
0353	tipo_entidad	La respuesta es c) Internacional.
0353	tipo_entidad	La respuesta es c) Internacional.
0353	tipo_entidad	La respuesta es b) Nacional.
0405	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0405	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0405	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0583	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0583	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0583	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0432	tipo_entidad	La respuesta es c) Internacional.
0432	tipo_entidad	La respuesta es d) No aplica
0432	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0240	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0240	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0240	tipo_entidad	La respuesta es b) Nacional.
0539	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0539	tipo_entidad	La respuesta es b) Nacional (ejemplo: Uruguay).
0539	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0404	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0404	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0404	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0111	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0111	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0111	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0548	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0548	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0548	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0265	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0265	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0265	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0581	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0581	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0581	tipo_entidad	La respuesta es c) Internacional.
0544	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0544	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0544	tipo_entidad	La respuesta es c) Internacional.
0338	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0338	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0338	tipo_entidad	La respuesta es b) Nacional (Ejemplo: México)
0046	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0046	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0046	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0594	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0594	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0594	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0237	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0237	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0237	tipo_entidad	La respuesta es c) Internacional.
0103	tipo_entidad	La respuesta es c) Internacional.
0103	tipo_entidad	La respuesta es c) Internacional.
0103	tipo_entidad	La respuesta es c) Internacional.
0209	tipo_entidad	c) No aplica La corrupción se presenta como un fenómeno multidimensional que afecta a diferentes niveles y sectores de la administración pública, así como a la sociedad en general, y no se limita a un lugar geográfico específico como la Ciudad de México.
0209	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0209	tipo_entidad	a) Local (ejemplo: Ciudad de Mexico)
0395	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0395	tipo_entidad	La respuesta es b) Nacional.
0395	tipo_entidad	La respuesta es b) Nacional.
0186	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0186	tipo_entidad	c) Internacional (ejemplo: América Latina, global) La investigación analiza las políticas de integridad en Chile desde una perspectiva evolutiva, considerando la corrupción como un problema que trasciende fronteras y afecta a múltiples países, en este caso, América Latina.
0186	tipo_entidad	c) Internacional (ejemplo: América Latina, global) La corrupción es un fenómeno que se presenta en diferentes niveles, pero en el contexto de la investigación presentada, la perspectiva es amplia y abarca tanto a nivel nacional como internacional, ya que se analiza la corrupción en Chile y su impacto en la región de América Latina.
0417	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0417	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0417	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0449	tipo_entidad	La respuesta es b) Nacional.
0449	tipo_entidad	La respuesta es b) Nacional.
0449	tipo_entidad	La respuesta es b) Nacional.
0427	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0427	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0427	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0278	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0278	tipo_entidad	c) Internacional (ejemplo: América Latina, global) La respuesta es c) Internacional (ejemplo: América Latina, global)
0278	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0021	tipo_entidad	a) Local (ejemplo: Ciudad de México), b) Nacional (ejemplo: México) y c) Internacional (ejemplo: América Latina, global).
0021	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0021	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0259	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0259	tipo_entidad	La respuesta es c) Internacional.
0259	tipo_entidad	La respuesta es c) Internacional.
0495	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0495	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0495	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0318	tipo_entidad	La respuesta es b) Nacional.
0318	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0318	tipo_entidad	La respuesta es c) Internacional.
0194	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0194	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0194	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0267	tipo_entidad	La respuesta es b) Nacional (ejemplo: Colombia)
0267	tipo_entidad	c) Internacional.
0267	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
0508	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0508	tipo_entidad	c) Nacional (ejemplo: México)
0508	tipo_entidad	c) Nacional (ejemplo: México)
0419	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0419	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0419	tipo_entidad	La respuesta es c) Internacional.
0102	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0102	tipo_entidad	La respuesta es c) Internacional.
0102	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0475	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0475	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
