pagina	pregunta	respuesta
0582	intencion	a) Conocer el diagnóstico de la situación de la corrupción.
0582	localizacion_problema	c) No aplica
0582	involucrados	c) Empresas, e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel)
0582	formalidad	a) Formal
0582	nivel_educacion	b) Media-superior (mayor a 11 años de edad)
0582	tono	b) Negativo
0582	emociones	a) Alegría b) Tristeza c) Ira d) Miedo e) Sorpresa f) Vergüenza g) Culpa h) Ninguna  La respuesta es h) Ninguna
0582	tipo_entidad	La respuesta es h) Academia.
0582	origen_entidad	b) Internacional.
0582	proposito	d) Educar sobre el tema
0582	informacion_presentada	a) Factual.
0582	vision	La respuesta es d) Otro.
0582	consecuencias	d) No aplica La respuesta es d) No aplica.
0582	que_muestra	d) Ninguna de las anteriores.
0582	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0582	localizacion_problema	c) No aplica
0582	involucrados	c) Empresas, f) Funcionario público (con capacidad de decisión y mando), g) Tomadores de decisión no gubernamentales (líderes empresariales, activistas, etc.)
0582	formalidad	a) Formal
0582	nivel_educacion	b) Media-superior (mayor a 11 años de edad)
0582	tono	b) Negativo
0582	emociones	h) Ninguna.
0582	tipo_entidad	La respuesta es h) Academia.
0582	origen_entidad	b) Internacional.
0582	proposito	a) Denunciar un caso específico,  b) Reportar o comentar una situación,  d) Educar sobre el tema.
0582	informacion_presentada	a) Factual (datos concretos)
0582	vision	d) Otro (especifica): la corrupción es abordada desde una perspectiva comparativa, analizando las percepciones y actitudes de los ciudadanos de España y Portugal sobre el fenómeno, incluyendo sus definiciones, incidencia, evolución y relación con la ética pública.
0582	consecuencias	d) No aplica.
0582	que_muestra	d) Ninguna de las anteriores
0582	intencion	a) Conocer el diagnóstico de la situación de la corrupción.
0582	localizacion_problema	c) No aplica
0582	involucrados	c) Empresas
0582	formalidad	a) Formal
0582	nivel_educacion	a) Media-superior (mayor a 11 años de edad)
0582	tono	b) Negativo
0582	emociones	a) Alegría c) Ira d) Miedo g) Culpa
0356	tipo_entidad	La respuesta es b) Gobierno. Ejemplo: Secretaría de la Función Pública.
0356	origen_entidad	La respuesta es a) Nacional.
0356	proposito	La respuesta es d) Educar sobre el tema.
0356	informacion_presentada	La respuesta es a) Factual (datos concretos).
0356	vision	La respuesta es d) Otro.
0356	consecuencias	La respuesta es a) Penas y sanciones legales.
0356	que_muestra	La respuesta es d) Ninguna de las anteriores.
0356	intencion	La respuesta es b) Tomar conciencia general del problema.
0356	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0356	involucrados	c) Empresas, f) Funcionario público (con capacidad de decisión y mando), d) Ciudadanos concretos.
0356	formalidad	La respuesta es a) Formal.
0356	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0356	tono	La respuesta es b) Negativo.
0356	emociones	La respuesta es g) Culpa.
0356	tipo_entidad	La respuesta es b) Gobierno. Ejemplo: Secretaría de la Función Pública.
0356	origen_entidad	La respuesta es a) Nacional.
0356	proposito	La respuesta es b) Reportar o comentar una situación (una circunstancia o un conjunto de factores relacionados con un fenómeno más complejo que un solo caso aislado).
0356	informacion_presentada	La respuesta es a) Factual (datos concretos).
0356	vision	La respuesta es d) Otro (especifica) La corrupción se enfoca en la lucha contra prácticas y actos corruptos de funcionarios y legisladores, con un énfasis en la recuperación de fondos públicos malversados y la rendición de cuentas de aquellos involucrados en estos actos.
0356	consecuencias	La respuesta es a) Penas y sanciones legales.
0356	que_muestra	La respuesta es d) Ninguna de las anteriores.
0356	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0356	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0356	involucrados	La respuesta es c) Empresas.
0356	formalidad	La respuesta es a) Formal.
0356	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0356	tono	La respuesta es b) Negativo.
0356	emociones	La respuesta es g) Culpa.
0356	tipo_entidad	La respuesta es b) Gobierno.
0356	origen_entidad	La respuesta es a) Nacional.
0356	proposito	La respuesta es d) Educar sobre el tema.
0356	informacion_presentada	La respuesta es a) Factual (datos concretos).
0356	vision	La respuesta es d) Otro. La corrupción en el texto se presenta desde una perspectiva de denuncia y abordaje específico de casos y delitos concretos, como la investigación de legislaturas pasadas, la entrega de sobresueldos, el enriquecimiento ilícito y lavado de dinero, entre otros. Sin embargo, no se ofrece una visión de fondo sobre la corrupción como un problema sistémico o estructural en la sociedad o instituciones de El Salvador.
0356	consecuencias	La respuesta es a) Penas y sanciones legales.
0356	que_muestra	La respuesta es c) Ambos.
0356	intencion	La respuesta es b) Tomar conciencia general del problema.
0356	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0356	involucrados	La respuesta es c) Empresas.
0356	formalidad	La respuesta es a) Formal.
0356	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0356	tono	La respuesta es b) Negativo.
0356	emociones	La respuesta es h) Ninguna.
0181	tipo_entidad	La respuesta es a) ONG (Organización No Gubernamental) o de la sociedad civil.
0181	origen_entidad	La respuesta es b) Internacional.
0181	proposito	La respuesta es d) Educar sobre el tema.
0181	informacion_presentada	La respuesta es a) Factual.
0181	vision	La respuesta es d) Otro.
0181	consecuencias	La respuesta es a) Penas y sanciones legales.
0181	que_muestra	La respuesta es c) Ambos.
0181	intencion	La respuesta es c) Tomar acciones frente al problema.
0181	localizacion_problema	La respuesta es b) Internacional.
0181	involucrados	La respuesta es c) Empresas, f) Funcionario público (con capacidad de decisión y mando), g) Tomadores de decisión no gubernamentales (líderes empresariales, activistas, etc.).
0181	formalidad	La respuesta es a) Formal.
0181	nivel_educacion	La respuesta es b) Media-superior.
0181	tono	La respuesta es b) Negativo.
0181	emociones	La respuesta es g) Culpa.
0181	tipo_entidad	La respuesta es a) ONG (Organización No Gubernamental) o de la sociedad civil.
0181	origen_entidad	La respuesta es b) Internacional.
0181	proposito	La respuesta es e) Exponer una opinión.
0181	informacion_presentada	La respuesta es a) Factual (datos concretos).
0181	vision	La respuesta es d) Otro (especifica). La visión de la corrupción presentada en el texto se centra en la necesidad de una respuesta institucional y legislativa para abordar el problema, enfatizando la importancia de aumentar las sanciones y establecer herramientas de prevención e investigación efectivas. Esto sugiere una perspectiva que va más allá de los casos o personas particulares (b) o del problema sistémico (a) y más allá de no aplicar (c), sino que se enfoca en la necesidad de un cambio estructural y legal para abordar la corrupción.
0181	consecuencias	La respuesta es a) Penas y sanciones legales.
0181	que_muestra	La respuesta es c) Ambos.
0181	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0181	localizacion_problema	La respuesta es b) Internacional.
0181	involucrados	La respuesta es g) Tomadores de decisión no gubernamentales (líderes empresariales, activistas, etc.), d) Ciudadanos concretos, f) Funcionario público (con capacidad de decisión y mando), c) Empresas.
0181	formalidad	La respuesta es a) Formal.
0181	nivel_educacion	La respuesta es b) Media-superior.
0181	tono	La respuesta es b) Negativo.
0181	emociones	La respuesta es h) Ninguna.
0181	tipo_entidad	La respuesta es a) ONG (Organización No Gubernamental) o de la sociedad civil.
0181	origen_entidad	La respuesta es b) Internacional.
0181	proposito	La respuesta es d) Educar sobre el tema.
0181	informacion_presentada	La respuesta es a) Factual (datos concretos).
0181	vision	La respuesta es d) Otro (especifica).  La visión de la corrupción expuesta en el texto se centra en su impacto sistémico en la sociedad, destacando cómo afecta directamente el sistema democrático, el desarrollo, la iniciativa privada y los recursos públicos, y enfatizando la necesidad de sanciones adecuadas y proporcionales para combatirla.
0181	consecuencias	La respuesta es a) Penas y sanciones legales.
0181	que_muestra	La respuesta es c) Ambos.
0181	intencion	La respuesta es c) Tomar acciones frente al problema.
0181	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0181	involucrados	La respuesta es c) Empresas, d) Ciudadanos concretos, f) Funcionario público (con capacidad de decisión y mando), g) Tomadores de decisión no gubernamentales (líderes empresariales, activistas, etc.).
0181	formalidad	La respuesta es a) Formal.
0181	nivel_educacion	La respuesta es b) Media-superior.
0181	tono	La respuesta es b) Negativo
0181	emociones	La respuesta es h) Ninguna.
0101	tipo_entidad	La respuesta es h) Academia.
0101	origen_entidad	La respuesta es b) Internacional.
0101	proposito	La respuesta es d) Educar sobre el tema.
0101	informacion_presentada	La respuesta es a) Factual.
0101	vision	La respuesta es d) Otro.
0101	consecuencias	La respuesta es a) Penas y sanciones legales.
0101	que_muestra	La respuesta es c) Ambos.
0101	intencion	La respuesta es c) Tomar acciones frente al problema.
0101	localizacion_problema	La respuesta es a) Nacional.
0101	involucrados	La respuesta es e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel), g) Tomadores de decisión no gubernamentales (líderes empresariales, activistas, etc.).
0101	formalidad	La respuesta es a) Formal.
0101	nivel_educacion	La respuesta es b) Media-superior.
0101	tono	La respuesta es a) Positivo.
0101	emociones	La respuesta es a) Alegría.
0101	tipo_entidad	La respuesta es h) Academia.
0101	origen_entidad	La respuesta es a) Nacional.
0101	proposito	La respuesta es d) Educar sobre el tema.
0101	informacion_presentada	La respuesta es a) Factual.
0101	vision	La respuesta es d) Otro.
0101	consecuencias	La respuesta es a) Penas y sanciones legales.
0101	que_muestra	La respuesta es c) Ambos.
0101	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0101	localizacion_problema	La respuesta es b) Internacional.
0101	involucrados	La respuesta es e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel) y d) Ciudadanos concretos.
0101	formalidad	La respuesta es a) Formal.
0101	nivel_educacion	La respuesta es b) Media-superior.
0101	tono	La respuesta es a) Positivo.
0101	emociones	La respuesta es h) Ninguna.
0101	tipo_entidad	La respuesta es h) Academia.
0101	origen_entidad	La respuesta es a) Nacional.
0101	proposito	La respuesta es d) Educar sobre el tema.
0101	informacion_presentada	La respuesta es a) Factual.
0101	vision	La respuesta es d) Otro.
0101	consecuencias	La respuesta es a) Penas y sanciones legales.
0101	que_muestra	La respuesta es a) Propuestas de solución a la corrupción.
0101	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0101	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0101	involucrados	La respuesta es a) Gobierno local y b) Gobierno nacional.
0101	formalidad	La respuesta es a) Formal.
0101	nivel_educacion	La respuesta es b) Media-superior.
0101	tono	La respuesta es b) Negativo.
0101	emociones	La respuesta es h) Ninguna.
0087	tipo_entidad	La respuesta es h) Academia.
0087	origen_entidad	La respuesta es b) Internacional.
0087	proposito	La respuesta es d) Educar sobre el tema.
0087	informacion_presentada	a) Factual (datos concretos)
0087	vision	La respuesta es d) Otro.
0087	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0087	que_muestra	La respuesta es c) Ambos.
0087	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0087	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0087	involucrados	La respuesta es e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel) y f) Funcionario público (con capacidad de decisión y mando).
0087	formalidad	La respuesta es a) Formal.
0087	nivel_educacion	b) Media-superior (mayor a 11 años de edad)
0087	tono	La respuesta es b) Negativo.
0087	emociones	La respuesta es e) Sorpresa.
0087	tipo_entidad	La respuesta es h) Academia.
0087	origen_entidad	La respuesta es b) Internacional.
0087	proposito	La respuesta es d) Educar sobre el tema.
0087	informacion_presentada	a) Factual (datos concretos)
0087	vision	La respuesta es d) Otro.
0087	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0087	que_muestra	La respuesta es c) Ambos.
0087	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0087	localizacion_problema	La respuesta es b) Internacional.
0087	involucrados	La respuesta es c) Empresas.
0087	formalidad	La respuesta es a) Formal.
0087	nivel_educacion	La respuesta es b) Media-superior.
0087	tono	La respuesta es b) Negativo.
0087	emociones	a) Alegría La respuesta es h) Ninguna.
0087	tipo_entidad	La respuesta es h) Academia.
0087	origen_entidad	La respuesta es b) Internacional.
0087	proposito	La respuesta es d) Educar sobre el tema.
0087	informacion_presentada	a) Factual (datos concretos)
0087	vision	La respuesta es d) Otro (especifica).
0087	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0087	que_muestra	La respuesta es c) Ambos.
0087	intencion	La respuesta es b) Tomar conciencia general del problema.
0087	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0087	involucrados	La respuesta es f) Funcionario público (con capacidad de decisión y mando).
0087	formalidad	La respuesta es a) Formal.
0087	nivel_educacion	La respuesta es b) Media-superior.
0087	tono	La respuesta es b) Negativo.
0087	emociones	La respuesta es a) Alegría.
0148	tipo_entidad	La respuesta es h) Academia.
0148	origen_entidad	La respuesta es b) Internacional.
0148	proposito	d) Educar sobre el tema.
0148	informacion_presentada	a) Factual (datos concretos)
0148	vision	d) Otro (especifica) El texto presenta una visión de la corrupción centrada en la lucha contra la corrupción, la integridad y la rendición de cuentas, con énfasis en la importancia de la coordinación y las sinergias entre instituciones para maximizar su impacto colectivo.
0148	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0148	que_muestra	La respuesta es c) Ambos.
0148	intencion	La respuesta es b) Tomar conciencia general del problema.
0148	localizacion_problema	c) No aplica
0148	involucrados	c) Empresas
0148	formalidad	La respuesta es a) Formal.
0148	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad)
0148	tono	La respuesta es b) Negativo.
0148	emociones	a) Alegría El texto menciona que el Foro Mundial de la Lucha contra la Corrupción en Favor del Desarrollo (AC4D) reunió a líderes y profesionales de gobiernos, empresas privadas, círculos académicos, la sociedad civil, fundaciones y otras organizaciones internacionales de desarrollo que trabajan en las esferas de la lucha contra la corrupción y la integridad. Esto sugiere un ambiente de colaboración y compromiso para abordar el problema de la corrupción, lo que podría generar sentimientos de alegría y esperanza para los que participan en la lucha contra la corrupción.
0148	tipo_entidad	La respuesta es h) Academia.
0148	origen_entidad	La respuesta es b) Internacional.
0148	proposito	d) Educar sobre el tema.
0148	informacion_presentada	a) Factual (datos concretos)
0148	vision	La respuesta es d) Otro. El texto presenta una visión de la corrupción centrada en la perspectiva de la institucionalidad y la gobernanza, destacando la importancia de la lucha contra la corrupción en el desarrollo y la promoción de la integridad en el contexto de la gobernanza.
0148	consecuencias	a) Penas y sanciones legales y b) Consecuencias no legales como castigo social o pérdida de estatus.
0148	que_muestra	c) Ambos
0148	intencion	a) Conocer el diagnóstico de la situación de la corrupción
0148	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0148	involucrados	c) Empresas
0148	formalidad	La respuesta es a) Formal.
0148	nivel_educacion	a) Básica (6 a 11 años de edad)
0148	tono	La respuesta es b) Negativo.
0148	emociones	a) Alegría, b) Tristeza, h) Ninguna La respuesta es h) Ninguna
0148	tipo_entidad	La respuesta es h) Academia.
0148	origen_entidad	b) Internacional
0148	proposito	d) Educar sobre el tema
0148	informacion_presentada	a) Factual (datos concretos)
0148	vision	La respuesta es d) Otro.
0148	consecuencias	a) Penas y sanciones legales, b) Consecuencias no legales como castigo social o pérdida de estatus, c) Impunidad (falta de sanciones) de los actos de corrupción
0148	que_muestra	c) Ambos
0148	intencion	a) Conocer el diagnóstico de la situación de la corrupción.
0148	localizacion_problema	c) No aplica La corrupción se presenta como un problema internacional, ya que afecta a diferentes países y regiones alrededor del mundo, y se considera una amenaza para el desarrollo sostenible y la prosperidad compartida.
0148	involucrados	c) Empresas, d) Ciudadanos concretos, f) Funcionario público (con capacidad de decisión y mando)
0148	formalidad	a) Formal
0148	nivel_educacion	b) Media-superior (mayor a 11 años de edad) La respuesta es b) Media-superior (mayor a 11 años de edad)
0148	tono	La respuesta es b) Negativo.
0148	emociones	La respuesta es e) Sorpresa
0271	tipo_entidad	La respuesta es b) Gobierno.
0271	origen_entidad	La respuesta es b) Internacional.
0271	proposito	La respuesta es d) Educar sobre el tema.
0271	informacion_presentada	La respuesta es a) Factual.
0271	vision	La respuesta es d) Otro (especifica).  El texto se enfoca en proporcionar información sobre documentos y recursos relacionados con la prevención y el combate de la corrupción en la función pública, incluyendo recomendaciones y estrategias de la OCDE, reglamentos y directrices de la Procuraduría General de la República de Costa Rica, y otros materiales de interés para la prevención y el combate de la corrupción. Esta visión se centra en la gestión institucional, la implementación de políticas y medidas para fortalecer la integridad, más que en la mera presentación de casos o personas particulares.
0271	consecuencias	d) No aplica El sitio web proporciona información sobre la prevención y el combate de la corrupción en la función pública, así como sobre la integridad y la transparencia en la administración pública, pero no hace referencia explícita a las consecuencias de la corrupción en sí mismas, como penas, sanciones legales, consecuencias no legales o impunidad.
0271	que_muestra	La respuesta es c) Ambos.
0271	intencion	La respuesta es c) Tomar acciones frente al problema.
0271	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0271	involucrados	La respuesta es b) Gobierno nacional.
0271	formalidad	La respuesta es a) Formal.
0271	nivel_educacion	La respuesta es b) Media-superior.
0271	tono	La respuesta es b) Negativo.
0271	emociones	La respuesta es h) Ninguna.
0271	tipo_entidad	La respuesta es b) Gobierno.
0271	origen_entidad	La respuesta es a) Nacional.
0271	proposito	La respuesta es d) Educar sobre el tema.
0271	informacion_presentada	La respuesta es a) Factual.
0271	vision	La respuesta es d) Otro. La visión de la corrupción presentada en el texto está centrada en la prevención y el combate, lo que sugiere un enfoque proactivo y estratégico.
0271	consecuencias	La respuesta es d) No aplica.
0271	que_muestra	La respuesta es a) Propuestas de solución a la corrupción.
0271	intencion	La respuesta es b) Tomar conciencia general del problema.
0271	localizacion_problema	c) No aplica La pregunta sobre la perspectiva de corrupción no se ajusta a la información proporcionada en el texto, que se centra en la Procuraduría General de la República de Costa Rica y en documentos relacionados con la prevención y el combate de la corrupción en la función pública, más que en presentar la corrupción como un problema en un contexto geográfico específico.
0271	involucrados	La respuesta es c) Empresas, f) Funcionario público (con capacidad de decisión y mando).
0271	formalidad	La respuesta es a) Formal.
0271	nivel_educacion	La respuesta es b) Media-superior.
0271	tono	La respuesta es b) Negativo.
0271	emociones	a) Alegría, c) Ira, e) Sorpresa.
0271	tipo_entidad	La respuesta es b) Gobierno.
0271	origen_entidad	La respuesta es b) Internacional.
0271	proposito	d) Educar sobre el tema y h) Guía o información para realizar el proceso de denuncia de un caso de corrupción.
0271	informacion_presentada	La respuesta es a) Factual.
0271	vision	La respuesta es d) Otro (especifica).
0271	consecuencias	La respuesta es d) No aplica.
0271	que_muestra	La respuesta es a) Propuestas de solución a la corrupción.
0271	intencion	La respuesta es c) Tomar acciones frente al problema.
0271	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0271	involucrados	La respuesta es a, b y f.
0271	formalidad	La respuesta es a) Formal.
0271	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0271	tono	La respuesta es a) Positivo.
0271	emociones	h) Ninguna
0333	tipo_entidad	La respuesta es h) Academia.
0333	origen_entidad	La respuesta es b) Internacional.
0333	proposito	La respuesta es d) Educar sobre el tema.
0333	informacion_presentada	La respuesta es a) Factual.
0333	vision	La respuesta es d) Otro (especifica). La perspectiva de corrupción presentada en el texto se centra en la cultura y la sociedad como un todo, enfatizando la necesidad de construir un futuro mejor y la importancia de la transparencia, la legalidad e integridad. Se destaca la participación de varias instituciones y expertos en la lucha contra la corrupción, lo que sugiere una visión que va más allá de los delitos o casos particulares. Además, el texto destaca la importancia de la educación y la concientización en la prevención de la corrupción, lo que indica una perspectiva que se centra en la formación de una cultura de legalidad y integridad en la sociedad en general.
0333	consecuencias	La respuesta es b) Consecuencias no legales como castigo social o pérdida de estatus.
0333	que_muestra	La respuesta es c) Ambos.
0333	intencion	La respuesta es b) Tomar conciencia general del problema
0333	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0333	involucrados	La respuesta es e) Empleado público (sin capacidad jerárquica para decisiones de alto nivel).
0333	formalidad	La respuesta es a) Formal.
0333	nivel_educacion	La respuesta es b) Media-superior.
0333	tono	La respuesta es b) Negativo.
0333	emociones	h) Ninguna
0333	tipo_entidad	La respuesta es h) Academia.
0333	origen_entidad	La respuesta es b) Internacional.
0333	proposito	La respuesta es d) Educar sobre el tema.
0333	informacion_presentada	La respuesta es a) Factual.
0333	vision	La respuesta es d) Otro (especifica) La corrupción se aborda en el texto desde una perspectiva amplia y multifacética, enfocándose en la necesidad de fortalecer la transparencia, la integridad y la legalidad en la sociedad, y en la importancia de la colaboración entre instituciones internacionales y locales para abordar este problema. Se discuten temas como la prevención de la corrupción en la Administración Pública, la recuperación de activos perdidos y la importancia de políticas públicas y coordinación interinstitucional. Además, se destacan casos de éxito y se premian ensayos y cómics ganadores en un concurso nacional sobre la cultura de la legalidad y la prevención de la corrupción. Esta visión abarca aspectos sociales, políticos y educativos, más que centrarse en delitos o
0333	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción
0333	que_muestra	La respuesta es d) Ninguna de las anteriores.
0333	intencion	La respuesta es b) Tomar conciencia general del problema.
0333	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0333	involucrados	La respuesta es b) Gobierno nacional (por ejemplo: gobierno de Ecuador), c) Empresas y h) Organizaciones internacionales o gobiernos extranjeros.
0333	formalidad	La respuesta es a) Formal.
0333	nivel_educacion	La respuesta es b) Media-superior.
0333	tono	La respuesta es a) Positivo.
0333	emociones	La respuesta es h) Ninguna.
0333	tipo_entidad	La respuesta es h) Academia.
0333	origen_entidad	La respuesta es b) Internacional.
0333	proposito	d) Educar sobre el tema
0333	informacion_presentada	La respuesta es a) Factual.
0333	vision	La respuesta es d) Otro. La perspectiva de corrupción presente en el texto se centra en la promoción de la cultura de la legalidad, integridad y transparencia, a través de la organización de un evento conjunto con la Embajada de Estados Unidos, y el reconocimiento de ensayos y cómics ganadores en un concurso nacional para la prevención y lucha contra la corrupción. Esta perspectiva se enfoca en la prevención y erradicación de la corrupción a través de la educación, la concienciación y la participación de la sociedad en su conjunto, más que en el análisis de delitos o casos particulares.
0333	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0333	que_muestra	La respuesta es c) Ambos.
0333	intencion	La respuesta es c) Tomar acciones frente al problema.
0333	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0333	involucrados	La respuesta es b) Gobierno nacional (ejemplo: gobierno de Mexico), c) Empresas y h) Organizaciones internacionales o gobiernos extranjeros.
0333	formalidad	La respuesta es a) Formal.
0333	nivel_educacion	La respuesta es b) Media-superior.
0333	tono	La respuesta es a) Positivo.
0333	emociones	La respuesta es f) Vergüenza
0052	tipo_entidad	La respuesta es h) Academia.
0052	origen_entidad	La respuesta es b) Internacional.
0052	proposito	d) Educar sobre el tema
0052	informacion_presentada	a) Factual
0052	vision	La respuesta es d) Otro.
0052	consecuencias	a) Penas y sanciones legales
0052	que_muestra	La respuesta es c) Ambos.
0052	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0052	localizacion_problema	c) No aplica
0052	involucrados	c) Empresas.
0052	formalidad	a) Formal
0052	nivel_educacion	La respuesta es b) Media-superior.
0052	tono	La respuesta es b) Negativo.
0052	emociones	La respuesta es d) Miedo.
0052	tipo_entidad	La respuesta es h) Academia.
0052	origen_entidad	La respuesta es b) Internacional.
0052	proposito	La respuesta es d) Educar sobre el tema.
0052	informacion_presentada	a) Factual.
0052	vision	La respuesta es d) Otro.
0052	consecuencias	a) Penas y sanciones legales.
0052	que_muestra	d) Ninguna de las anteriores
0052	intencion	La respuesta es b) Tomar conciencia general del problema.
0052	localizacion_problema	a) Nacional (ejemplo: México, Ciudad de México)
0052	involucrados	c) Empresas
0052	formalidad	a) Formal
0052	nivel_educacion	La respuesta es b) Media-superior.
0052	tono	La respuesta es a) Positivo.
0052	emociones	h) Ninguna
0052	tipo_entidad	La respuesta es h) Academia.
0052	origen_entidad	La respuesta es b) Internacional.
0052	proposito	a) Denunciar un caso específico, b) Reportar o comentar una situación, d) Educar sobre el tema.
0052	informacion_presentada	a) Factual.
0052	vision	La respuesta es d) Otro.
0052	consecuencias	La respuesta es a) Penas y sanciones legales.
0052	que_muestra	d) Ninguna de las anteriores
0052	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0052	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global)
0052	involucrados	c) Empresas.
0052	formalidad	a) Formal
0052	nivel_educacion	b) Media-superior (mayor a 11 años de edad)
0052	tono	La respuesta es b) Negativo.
0052	emociones	La respuesta es g) Culpa.
0171	tipo_entidad	La respuesta es a) ONG (Organización No Gubernamental) o de la sociedad civil.
0171	origen_entidad	La respuesta es b) Internacional.
0171	proposito	La respuesta es d) Educar sobre el tema.
0171	informacion_presentada	La respuesta es a) Factual.
0171	vision	La respuesta es d) Otro (especifica).
0171	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0171	que_muestra	La respuesta es c) Ambos.
0171	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0171	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0171	involucrados	La respuesta es a) Gobierno local, b) Gobierno nacional, f) Funcionario público (con capacidad de decisión y mando), g) Tomadores de decisión no gubernamentales (líderes empresariales, activistas, etc.).
0171	formalidad	La respuesta es a) Formal.
0171	nivel_educacion	La respuesta es b) Media-superior (mayor a 11 años de edad).
0171	tono	La respuesta es b) Negativo.
0171	emociones	La respuesta es h) Ninguna.
0171	tipo_entidad	La respuesta es a) ONG (Organización No Gubernamental) o de la sociedad civil.
0171	origen_entidad	La respuesta es a) Nacional.
0171	proposito	La respuesta es c) Mostrar estadísticas del problema.
0171	informacion_presentada	La respuesta es a) Factual.
0171	vision	La respuesta es d) Otro (especifica).
0171	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0171	que_muestra	La respuesta es c) Ambos.
0171	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0171	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global).
0171	involucrados	La respuesta es b) Gobierno nacional (ejemplo: gobierno de Chile).
0171	formalidad	La respuesta es a) Formal
0171	nivel_educacion	La respuesta es b) Media-superior.
0171	tono	La respuesta es b) Negativo.
0171	emociones	La respuesta es h) Ninguna.
0171	tipo_entidad	La respuesta es a) ONG (Organización No Gubernamental) o de la sociedad civil.
0171	origen_entidad	La respuesta es b) Internacional.
0171	proposito	La respuesta es d) Educar sobre el tema y c) Mostrar estadísticas del problema.
0171	informacion_presentada	La respuesta es a) Factual.
0171	vision	La respuesta es d) Otro (especifica).
0171	consecuencias	La respuesta es c) Impunidad (falta de sanciones) de los actos de corrupción.
0171	que_muestra	La respuesta es c) Ambos.
0171	intencion	La respuesta es a) Conocer el diagnóstico de la situación de la corrupción.
0171	localizacion_problema	La respuesta es a) Nacional.
0171	involucrados	La respuesta es f) Funcionario público (con capacidad de decisión y mando), d) Ciudadanos concretos y h) Organizaciones internacionales o gobiernos extranjeros.
0171	formalidad	La respuesta es a) Formal.
0171	nivel_educacion	La respuesta es b) Media-superior.
0171	tono	La respuesta es b) Negativo.
0171	emociones	La respuesta es h) Ninguna.
0086	tipo_entidad	La respuesta es h) Academia.
0086	origen_entidad	La respuesta es b) Internacional.
0086	proposito	d) Educar sobre el tema.
0086	informacion_presentada	a) Factual (datos concretos)
0086	vision	La respuesta es d) Otro.
0086	consecuencias	La respuesta es d) No aplica.
0086	que_muestra	La respuesta es c) Ambos.
0086	intencion	La respuesta es b) Tomar conciencia general del problema
0086	localizacion_problema	La respuesta es b) Internacional (ejemplo: América Latina, global)
